,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
156,Mayday Parade,Logged In,Emily,F,2,Benson,247.92771,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Take This To Heart (Album),200,1542990000000.0,58.0
157,Tokio Hotel,Logged In,Mohammad,M,1,Rodriguez,220.3424,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Totgeliebt,200,1542990000000.0,88.0
158,,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540620000000.0,840,,200,1542990000000.0,32.0
159,Madonna,Logged In,Avery,F,20,Watkins,260.75383,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Beautiful Stranger,200,1542990000000.0,30.0
160,Sneaker Pimps,Logged In,Emily,F,3,Benson,246.22975,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Walking Zero,200,1542990000000.0,58.0
161,Dido,Logged In,Mohammad,M,2,Rodriguez,217.83465,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Thank You,200,1542990000000.0,88.0
162,Static-X,Logged In,Avery,F,21,Watkins,134.13832,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Monster (Album Version),200,1542990000000.0,30.0
163,,Logged Out,,,0,,,free,,GET,Home,,732,,200,1542990000000.0,
164,,Logged Out,,,1,,,free,,GET,Home,,732,,200,1542990000000.0,
165,,Logged Out,,,2,,,free,,GET,Home,,732,,200,1542990000000.0,
166,,Logged Out,,,3,,,free,,PUT,Login,,732,,307,1542990000000.0,
167,,Logged In,Makinley,F,4,Jones,,free,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1541090000000.0,732,,200,1542990000000.0,17.0
168,Golden Smog,Logged In,Emily,F,4,Benson,222.69342,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Ill Fated,200,1542990000000.0,58.0
169,504 Boyz,Logged In,Avery,F,22,Watkins,269.03465,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Tight Whips,200,1542990000000.0,30.0
170,The Ruts,Logged In,Makinley,F,5,Jones,338.96444,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541090000000.0,732,West One (Shine On Me),200,1542990000000.0,17.0
171,Beanfield,Logged In,Mohammad,M,3,Rodriguez,366.0273,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Human Patterns,200,1542990000000.0,88.0
172,Florence + The Machine,Logged In,Emily,F,5,Benson,219.66322,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Dog Days Are Over (Radio Edit),200,1542990000000.0,58.0
173,Pepper,Logged In,Avery,F,23,Watkins,235.31057,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Dry Spell (LP Version),200,1542990000000.0,30.0
174,,Logged Out,,,0,,,paid,,GET,Home,,872,,200,1542990000000.0,
175,Florence + The Machine,Logged In,Mohammad,M,4,Rodriguez,206.47138,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Hardest Of Hearts,200,1542990000000.0,88.0
176,,Logged In,Mohammad,M,5,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,Logout,1540510000000.0,812,,307,1542990000000.0,88.0
177,Coldplay,Logged In,Emily,F,6,Benson,294.1122,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Fix You,200,1542990000000.0,58.0
178,,Logged Out,,,6,,,paid,,GET,Home,,812,,200,1542990000000.0,
179,,Logged Out,,,7,,,paid,,PUT,Login,,812,,307,1542990000000.0,
180,Coldplay,Logged In,Avery,F,24,Watkins,228.77995,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,In My Place,200,1542990000000.0,30.0
181,,Logged In,Mohammad,M,8,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",GET,Home,1540510000000.0,812,,200,1542990000000.0,88.0
182,Boys Like Girls featuring Taylor Swift,Logged In,Emily,F,7,Benson,242.83383,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Two Is Better Than One,200,1542990000000.0,58.0
183,Everclear,Logged In,Avery,F,25,Watkins,222.61506,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Summerland,200,1542990000000.0,30.0
184,,Logged In,Emily,F,8,Benson,,paid,"Augusta-Richmond County, GA-SC",GET,Home,1540910000000.0,852,,200,1542990000000.0,58.0
185,Erasure,Logged In,Mohammad,M,9,Rodriguez,242.28526,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Always (7'' Mix),200,1542990000000.0,88.0
186,,Logged In,Mohammad,M,10,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",GET,Downgrade,1540510000000.0,812,,200,1542990000000.0,88.0
187,Two Door Cinema Club,Logged In,Avery,F,26,Watkins,209.73669,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,This Is The Life,200,1542990000000.0,30.0
188,Serj Tankian,Logged In,Emily,F,9,Benson,281.46893,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Saving Us (Album Version),200,1542990000000.0,58.0
189,,Logged In,Mohammad,M,11,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",GET,Home,1540510000000.0,812,,200,1542990000000.0,88.0
190,Mamonas Assassinas,Logged In,Avery,F,27,Watkins,156.682,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Jumento Celestino,200,1542990000000.0,30.0
191,Sara Groves,Logged In,Mohammad,M,12,Rodriguez,287.45098,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,What Do I Know,200,1542990000000.0,88.0
192,Antonio Carlos Jobim,Logged In,Emily,F,10,Benson,151.77098,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Ela E Carioca,200,1542990000000.0,58.0
193,Jorge Drexler,Logged In,Avery,F,28,Watkins,212.55791,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,La Huella De Tu Mirada,200,1542990000000.0,30.0
194,Antony & The Johnsons,Logged In,Emily,F,11,Benson,100.51873,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,What Can I Do?,200,1542990000000.0,58.0
195,The Fugees,Logged In,Mohammad,M,13,Rodriguez,281.20771,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Ready Or Not,200,1542990000000.0,88.0
196,Matt Costa,Logged In,Emily,F,12,Benson,215.17016,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Behind The Moon,200,1542990000000.0,58.0
197,Limp Bizkit,Logged In,Avery,F,29,Watkins,270.49751,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Behind Blue Eyes,200,1542990000000.0,30.0
198,Florence + The Machine,Logged In,Emily,F,13,Benson,206.47138,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Hardest Of Hearts,200,1542990000000.0,58.0
199,She & Him,Logged In,Mohammad,M,14,Rodriguez,134.32118,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Black Hole,200,1542990000000.0,88.0
200,the bird and the bee,Logged In,Avery,F,30,Watkins,229.32853,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Baby,200,1542990000000.0,30.0
201,Lonnie Gordon,Logged In,Mohammad,M,15,Rodriguez,181.21098,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),200,1542990000000.0,88.0
202,Five Iron Frenzy,Logged In,Emily,F,14,Benson,236.09424,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Canada,200,1542990000000.0,58.0
203,Epidemic,Logged In,Avery,F,31,Watkins,198.89587,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Walk Away (Single/LP Version),200,1542990000000.0,30.0
204,BjÃÂ¶rk,Logged In,Mohammad,M,16,Rodriguez,348.57751,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Undo,200,1542990000000.0,88.0
205,TV On The Radio,Logged In,Emily,F,15,Benson,336.48281,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Love Dog,200,1542990000000.0,58.0
206,,Logged In,Celeste,F,0,Williams,,free,"Klamath Falls, OR",GET,Home,1541080000000.0,878,,200,1542990000000.0,53.0
207,Prince & The Revolution,Logged In,Avery,F,32,Watkins,227.65669,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,691,Kiss (LP Version),200,1542990000000.0,30.0
208,Paramore,Logged In,Mohammad,M,17,Rodriguez,267.65016,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,The Only Exception (Album Version),200,1542990000000.0,88.0
209,LÃÂ©o FerrÃÂ©,Logged In,Emily,F,16,Benson,144.53506,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Le Vin De L'Assassin,200,1542990000000.0,58.0
210,,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540620000000.0,880,,200,1542990000000.0,32.0
211,No Te Va Gustar,Logged In,Emily,F,17,Benson,206.99383,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Dejame Bailar,200,1542990000000.0,58.0
212,Kid Cudi / MGMT / Ratatat,Logged In,Mohammad,M,18,Rodriguez,295.67955,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Pursuit Of Happiness (nightmare),200,1542990000000.0,88.0
213,Clementina De Jesus,Logged In,Emily,F,18,Benson,126.58893,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Madrugada,200,1542990000000.0,58.0
214,Guano Apes,Logged In,Emily,F,19,Benson,273.26649,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Living In A Lie,200,1542990000000.0,58.0
215,Dizmas,Logged In,Mohammad,M,19,Rodriguez,228.85832,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Night Divine (On A Search In America Album Version),200,1542990000000.0,88.0
216,Justin Bieber,Logged In,Mohammad,M,20,Rodriguez,264.35873,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Never Let You Go,200,1542990000000.0,88.0
217,Mark Ronson,Logged In,Emily,F,20,Benson,238.73261,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Diduntdidunt (featuring Saigon) (Amended Version),200,1542990000000.0,58.0
218,Betty Carter,Logged In,Mohammad,M,21,Rodriguez,118.282,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Look No Further,200,1542990000000.0,88.0
219,JosÃÂ© Gonzalez,Logged In,Emily,F,21,Benson,158.48444,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Heartbeats,200,1542990000000.0,58.0
220,Chris Brown,Logged In,Mohammad,M,22,Rodriguez,252.05506,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,With You,200,1542990000000.0,88.0
221,Elton John,Logged In,Emily,F,22,Benson,417.01832,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Song For Guy,200,1542990000000.0,58.0
222,,Logged In,Emily,F,23,Benson,,paid,"Augusta-Richmond County, GA-SC",GET,Home,1540910000000.0,852,,200,1542990000000.0,58.0
223,Florence + The Machine,Logged In,Mohammad,M,23,Rodriguez,290.48118,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Rabbit Heart (Raise It Up),200,1542990000000.0,88.0
224,Moca,Logged In,Lily,F,0,Burns,305.05751,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,885,Latein,200,1542990000000.0,32.0
225,Flogging Molly,Logged In,Emily,F,24,Benson,333.53098,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,What's Left of the Flag,200,1542990000000.0,58.0
226,Carly Simon,Logged In,Mohammad,M,24,Rodriguez,195.39546,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Boys In The Trees (LP Version),200,1542990000000.0,88.0
227,The Prodigy,Logged In,Mohammad,M,25,Rodriguez,225.09669,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Firestarter,200,1542990000000.0,88.0
228,Slipknot,Logged In,Lily,F,1,Burns,159.76444,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,885,Spit It Out [Explicit],200,1542990000000.0,32.0
229,,Logged In,Mohammad,M,26,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",GET,Home,1540510000000.0,812,,200,1542990000000.0,88.0
230,Baroness,Logged In,Emily,F,25,Benson,60.29016,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Blackpowder Orchard,200,1542990000000.0,58.0
231,Ricchi E Poveri,Logged In,Emily,F,26,Benson,256.13016,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,La Prima Cosa Bella,200,1542990000000.0,58.0
232,Linkin Park,Logged In,Mohammad,M,27,Rodriguez,494.99383,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Bleed It Out [Live At Milton Keynes],200,1542990000000.0,88.0
233,Ed Harcourt,Logged In,Emily,F,27,Benson,257.74975,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Rain On The Pretty Ones,200,1542990000000.0,58.0
234,India.Arie,Logged In,Emily,F,28,Benson,326.76526,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,India'Song,200,1542990000000.0,58.0
235,Country Joe & The Fish,Logged In,Mohammad,M,28,Rodriguez,294.76526,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Rockin Round The World,200,1542990000000.0,88.0
236,India.Arie,Logged In,Emily,F,29,Benson,231.6273,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Beautiful Flower,200,1542990000000.0,58.0
237,Sia,Logged In,Mohammad,M,29,Rodriguez,208.61342,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Playground,200,1542990000000.0,88.0
238,FONZIE,Logged In,Emily,F,30,Benson,254.56281,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Wake Up Call,200,1542990000000.0,58.0
239,Phil Wickham,Logged In,Mohammad,M,30,Rodriguez,273.03138,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,The Time Is Now,200,1542990000000.0,88.0
240,Two Door Cinema Club,Logged In,Emily,F,31,Benson,168.09751,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Undercover Martyn,200,1542990000000.0,58.0
241,T.I.,Logged In,Mohammad,M,31,Rodriguez,263.02649,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,The Greatest [Featuring Mannie Fresh] (Amended Album Version),200,1542990000000.0,88.0
242,Dominique A,Logged In,Emily,F,32,Benson,153.20771,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Le Courage Des Oiseaux,200,1542990000000.0,58.0
243,Angus & Julia Stone,Logged In,Mohammad,M,32,Rodriguez,290.71628,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,What You Wanted,200,1542990000000.0,88.0
244,Eels,Logged In,Emily,F,33,Benson,286.85016,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Not Ready Yet,200,1542990000000.0,58.0
245,David Bowie,Logged In,Mohammad,M,33,Rodriguez,189.98812,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Let's Spend The Night Together (1999 Digital Remaster),200,1543000000000.0,88.0
246,Gov't Mule,Logged In,Emily,F,34,Benson,258.14159,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,852,Mr. Man,200,1543000000000.0,58.0
247,Huntingtons,Logged In,Mohammad,M,34,Rodriguez,65.85424,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,FFT (The Good_ The Bad_ And The Ugly Album Version),200,1543000000000.0,88.0
248,Kathy Mattea,Logged In,Mohammad,M,35,Rodriguez,225.59302,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Come Away With Me,200,1543000000000.0,88.0
249,Molotov,Logged In,Mohammad,M,36,Rodriguez,210.07628,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Frijolero,200,1543000000000.0,88.0
250,Godsmack,Logged In,Mohammad,M,37,Rodriguez,265.9522,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Moon Baby,200,1543000000000.0,88.0
251,Kings Of Leon,Logged In,Mohammad,M,38,Rodriguez,237.26975,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,812,Trunk,200,1543000000000.0,88.0
252,Metallica,Logged In,Aiden,M,0,Hess,415.16363,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,869,Fade To Black,200,1543000000000.0,86.0
253,Raimundos,Logged In,Aiden,M,1,Hess,131.05587,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,869,Oliver'S Army,200,1543000000000.0,86.0
254,Linkin Park,Logged In,Aiden,M,2,Hess,494.99383,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,869,Bleed It Out [Live At Milton Keynes],200,1543000000000.0,86.0
255,Damian Marley / Bunny Wailer,Logged In,Aiden,M,3,Hess,329.06404,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,869,Confrontation,200,1543000000000.0,86.0
256,,Logged In,Kinsley,F,0,Young,,paid,"Red Bluff, CA",GET,Home,1540470000000.0,793,,200,1543000000000.0,85.0
257,Mos Def,Logged In,Kinsley,F,1,Young,188.86485,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,793,Caldonia,200,1543000000000.0,85.0
258,Yann Tiersen,Logged In,Anabelle,F,0,Simpson,120.39791,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541040000000.0,858,La Valse D'AmÃÂ©lie (Version Orchestre),200,1543000000000.0,69.0
259,Fatboy Slim,Logged In,Kinsley,F,2,Young,221.51791,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,793,Everybody Needs A 303,200,1543000000000.0,85.0
260,Meg & Dia,Logged In,Kinsley,F,3,Young,209.26649,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,793,Masterpiece (Album Version),200,1543000000000.0,85.0
261,Chicks On Speed,Logged In,Kinsley,F,4,Young,263.13098,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,793,Wordy Rappinghood,200,1543000000000.0,85.0
262,The Kills,Logged In,Kinsley,F,5,Young,231.91465,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,793,Goodnight Bad Morning,200,1543000000000.0,85.0
263,Jaci Velasquez,Logged In,Kinsley,F,0,Young,200.95955,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Something (Album Version),200,1543000000000.0,85.0
264,Coldplay,Logged In,Kinsley,F,1,Young,268.38159,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Yellow,200,1543000000000.0,85.0
265,Clannad,Logged In,Kinsley,F,2,Young,299.62404,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Love And Affection,200,1543000000000.0,85.0
266,Black Eyed Peas,Logged In,Kinsley,F,3,Young,193.88036,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Gone Going,200,1543000000000.0,85.0
267,Evanescence,Logged In,Kinsley,F,4,Young,273.37098,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,My Immortal (bonus),200,1543000000000.0,85.0
268,The Mossie,Logged In,Kinsley,F,5,Young,147.19955,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Interlude #1 (Mama),200,1543000000000.0,85.0
269,Michael W. Smith,Logged In,Kinsley,F,6,Young,254.79791,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Draw Me Close,200,1543000000000.0,85.0
270,The Killers,Logged In,Kinsley,F,7,Young,258.89914,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,On Top,200,1543000000000.0,85.0
271,Michael BublÃÂ©,Logged In,Kinsley,F,8,Young,184.94649,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Some Kind Of Wonderful (Non-Album Track),200,1543000000000.0,85.0
272,Harmonia,Logged In,Kinsley,F,9,Young,655.77751,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Sehr kosmisch,200,1543000000000.0,85.0
273,Bobby Goldsboro,Logged In,Kinsley,F,10,Young,238.602,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Honey,200,1543000000000.0,85.0
274,Creedence Clearwater Revived,Logged In,Kinsley,F,11,Young,297.87383,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Suzy Q,200,1543010000000.0,85.0
275,Ghostland Observatory,Logged In,Kinsley,F,12,Young,301.13914,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Robotique Majestique (Album),200,1543010000000.0,85.0
276,Feist,Logged In,Aiden,M,0,Hess,184.94649,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,889,My Moon My Man,200,1543010000000.0,86.0
277,Uncle Kracker,Logged In,Kinsley,F,13,Young,216.08444,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Follow Me (Explicit LP Version),200,1543010000000.0,85.0
278,Per Gessle,Logged In,Kinsley,F,14,Young,192.67873,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Listen To Your Heart (Cologne),200,1543010000000.0,85.0
279,Big & Rich,Logged In,Kinsley,F,15,Young,298.23955,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,8th Of November (Album Version) (w/o Intro),200,1543010000000.0,85.0
280,Dead Can Dance,Logged In,Kinsley,F,16,Young,230.05995,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,The Writing On My Fathers Hand,200,1543010000000.0,85.0
281,,Logged Out,,,0,,,paid,,GET,Home,,882,,200,1543010000000.0,
282,Alliance Ethnik,Logged In,Kinsley,F,17,Young,195.94404,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,SinceritÃÂ© Et Jalousie,200,1543010000000.0,85.0
283,DAVE MATTHEWS BAND,Logged In,Kinsley,F,18,Young,109.50485,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,#40,200,1543010000000.0,85.0
284,,Logged In,Kinsley,F,19,Young,,paid,"Red Bluff, CA",GET,Downgrade,1540470000000.0,891,,200,1543010000000.0,85.0
285,Victor Jara,Logged In,Kinsley,F,20,Young,105.58649,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Ay Mi Palomita (1997 Digital Remaster),200,1543010000000.0,85.0
286,Rose Royce,Logged In,Kinsley,F,21,Young,275.9571,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,891,Get Up Off Your Fat,200,1543010000000.0,85.0
